Job Title,Job Salary,Job Experience Required,Key Skills,Role Category,Location,Functional Area,Industry,Role
Marketing Manager Cuddles Foundation,Not Disclosed by Recruiter,4-5,interpersonal_skills social_media project_management analytical resourcing marketing_campaigns account_management project_planning management,Marketing,MUMBAI,Marketing Advertising MR PR Media_Planning,NGO Social_Services Regulators Industry_Associations,Marketing Manager
Content Writer nd Shift days Week monday to Friday ,Not Disclosed by Recruiter,3-5,content_writer content_analyst content_writer_editor content_developer content_designer,Content_Development,MUMBAI,Journalism Editing Content,Recruitment Staffing,Content Developer
Web UI Designer,Not Disclosed by Recruiter,3-8,ux sas illustrator layout tools html http customer_experience photoshop ajax,Programming_&_Design,GURGAON,IT_Software,Oil_and_Gas Energy Power Infrastructure,Software Developer
Technical Associate,Not Disclosed by Recruiter,1-6,san payroll interpersonal_skills technical_analysis french technical_associate relationship customer_complaints mechanical_engineering civil_engineering,Senior_Management,MUMBAI,IT_Software,Strategy Management_Consulting_Firms,Head/VP/GM-Quality
Senior Patent Specialist,"13,00,000-15,00,000",3-6,drafting presentation_skills opinions technical_skills research prosecution communication,N.A.,BENGALURU,Legal Regulatory Intellectual_Property,Automobile Auto_Anciliary Auto_Components,Legal Manager
business development manager,Not Disclosed by Recruiter,2-5,recruitment strategic_planning business_development_management proposal_writing educational_sales min,Sales,PUNE,Sales Retail Business_Development,IT-Software Software_Services,Sales/Business Development Manager
Branch Head,"15,00,000-17,00,000",6-11,agency_channel heading_branch banking health_insurance,N.A.,NAVI MUMBAI,Financial_Services Banking Investments Insurance,Insurance,Branch Manager
Recruitment Executive,"1,00,000-2,75,000",1-6,recruitment talent_acquisition recruiter recruitment_executive hr_recruiter senior_recruiter sr._recruiter,HR Recruitment IR,MUMBAI NAVI SUBURBS,HR Recruitment Administration IR,Recruitment Staffing,Recruitment Executive
Assistant Manager Operations ,Not Disclosed by Recruiter,4-6,bpo training assistant_manager_operations e-commerce auditing,Voice,GURGAON,ITES BPO KPO LPO Customer_Service Operations,Recruitment Staffing,Associate/Senior Associate -(NonTechnical)
Walking Senior Software Engineer Python or Java aws Morningstar,Not Disclosed by Recruiter,5-8,java software_development object_oriented_design algorithms aws web_services python software_engineering web_technologies cloud_computing,Programming_&_Design,MUMBAI NAVI,IT_Software,Banking Financial_Services Broking,Software Developer
Senior Software Developer Reactjs,Not Disclosed by Recruiter,4-8,javascript html5 xml java web_technologies front_end scalability web_application backend ux,Programming_&_Design,GURGAON,IT_Software,IT-Software Software_Services,Software Developer
Operations Specialist,Not Disclosed by Recruiter,0-2,english social_marketing bidding email email_marketing campaign_management analytical service advertising data_entry,Advertising,AHMEDABAD,Marketing Advertising MR PR Media_Planning,IT-Software Software_Services,Client Servicing/Key Account Manager
Dot Net Developer,Not Disclosed by Recruiter,2-7,linq entity_framework ado.net wcf asp.net_mvc c# sql_server jquery ajax javascript,Programming_&_Design,BENGALURU,IT_Software,IT-Software Software_Services,Software Developer
Engineer having experience in SQL Development Experience JOB CODE MI,Not Disclosed by Recruiter,3-8,c six_sigma python assembly_language development html sql sql pmp javascript .net oracle,Programming_&_Design,MUMBAI,IT_Software,IT-Software Software_Services,Software Developer
Manager Accounts,Not Disclosed by Recruiter,8-13,accounting_standards finance taxation auditing direct_tax fund_management financial_reporting tax_audit vendor_payments internal_audit working_capital cost_audit fico sap,Accounts,DELHI,Accounts Finance Tax Company_Secretary Audit,Oil_and_Gas Energy Power Infrastructure,Accounts Manager
Engineers QA QC,Not Disclosed by Recruiter,4-9,qa site_planning internal_audit qc construction_site process_inspection engineers_qa auditing quality_standards,N.A.,MUMBAI,Production Manufacturing Maintenance,Construction Engineering Cement Metals,Quality Assurance/Quality Control Manager
Software Developer ibm Cloud,Not Disclosed by Recruiter,3-5,c c++ python networking programming software_development go design_development network_engineering,Programming_&_Design,BENGALURU,IT_Software,IT-Software Software_Services,Software Developer
Business Developers,Not Disclosed by Recruiter,4-6,market bd manager web developers social_networks culture acquisition,Sales,GURGAON,Sales Retail Business_Development,IT-Software Software_Services,Sales/Business Development Manager
Insurance Claim Expert Kharghar,Not Disclosed by Recruiter,4-6,insurance_claims life_insurance,N.A.,NAVI MUMBAI,Other,Courier Transportation Freight Warehousing,Other
Looking For Technical Writer with Years Experience Gurgaon,"4,00,000-9,00,000",2-5,technical_writing adobe_framemaker madcap_flare framemaker technical_writer,Other,GURGAON,IT_Software,IT-Software Software_Services,IT/Technical Content Developer
php Backend Engineer,"12,00,000-22,00,000",2-5,php python node.js ruby algorithms distribution_system,Programming_&_Design,CHANDIGARH CHENNAI HYDERABAD TRIVANDRUM DELHI JAIPUR GURGAON,IT_Software,IT-Software Software_Services,Software Developer
Application Support Analyst NET,Not Disclosed by Recruiter,1-3,defect_prevention defect_tracking application_support mvc sql_server asp.net,Programming_&_Design,PUNE,IT_Software,IT-Software Software_Services,Software Developer
Angular JavaScript Developer Mega Walk in Drive,"6,00,000-12,00,000",3-8,front_end css html5 ui_development bootstrap web_designing javascript jquery,Programming_&_Design,GURGAON,IT_Software,IT-Software Software_Services,Software Developer
HSBC AVP Business Analyst Retail Banking Wealth Management,"14,00,000-24,00,000",9-13,change_management retail_banking requirement_gathering business_transformation business_strategy business_analysis agile,N.A.,BENGALURU HYDERABAD,Other,Banking Financial_Services Broking,Other
MS Senior CRM Bangalore and Mumbai Immediate Joiners only,Not Disclosed by Recruiter,7-12,ms_dynamics_crm .net microsoft_dynamics sql,Programming_&_Design,MUMBAI BENGALURU,IT_Software,IT-Software Software_Services,Software Developer
Sales Manager,Not Disclosed by Recruiter,4-8,sales_manager market_research customer_profiling sales_executive marketing_executive distributors business_development sales_strategy,Sales,GURGAON DELHI,Sales Retail Business_Development,Recruitment Staffing,Sales/Business Development Manager
Back Office Data Entry Operator,Not Disclosed by Recruiter,2-3,com advertising_agency typing_speed back_office ms_office ad_agency advertising application data_entry data_entry_operator,Other,MUMBAI,ITES BPO KPO LPO Customer_Service Operations,Advertising PR MR Event_Management,Fresher
Team Lead A R,Not Disclosed by Recruiter,8-13,intercompany management_reporting sap finance bank_reconciliation balance_sheet auditing group_reporting bank_accounting statutory_reporting people_management,Accounts,PUNE,Accounts Finance Tax Company_Secretary Audit,Accounting Finance,Accounts Manager
Cluster Credit Manager,Not Disclosed by Recruiter,3-8,retail interpersonal_skills sales operational_risk finance market_risk credit_assessment credit_risk credit_management,Retail Personal_Banking,BENGALURU,Financial_Services Banking Investments Insurance,NGO Social_Services Regulators Industry_Associations,Credit Officer
Associate Core Modeling,Not Disclosed by Recruiter,5-10,db2 http investment_banking manager_quality_control oracle teradata risk_management information_technology sql python,Back_Office Web Transaction_Processing,BENGALURU,ITES BPO KPO LPO Customer_Service Operations,Banking Financial_Services Broking,Associate/Senior Associate -(NonTechnical)
Wanted Medical Lab Technician Pathology Department,Not Disclosed by Recruiter,2-3,pathology mlt,Medical_Professional,PUNE,Medical Healthcare R&D Pharmaceuticals Biotechnology,Chemicals PetroChemical Plastic Rubber,Lab Technician/Medical Technician/Lab Staff
Business Systems Analyst Pune India,Not Disclosed by Recruiter,4-9,management_reporting mba_finance user_acceptance_testing pmp business_modeling data_migration business_applications microsoft_dynamics_ax supply_chain prince2 logistics,Programming_&_Design,PUNE,IT_Software,Export Import,System Analyst
HR Executive,Not Disclosed by Recruiter,1-2,recruitment_executive translation monitoring recruitment,HR Recruitment IR,GURGAON,HR Recruitment Administration IR,Recruitment Staffing,HR Executive
Team Leader Customer Care Executive yrs ,"1,25,000-3,00,000",0-3,cce team_leader inbound call_center_executive english outbound customer_care_executive kannada voice_process customer_care domestic_bpo team_leading,Voice,HYDERABAD,ITES BPO KPO LPO Customer_Service Operations,Medical Healthcare Hospitals,Team Leader -(NonTechnical)
Operations Manager,Not Disclosed by Recruiter,5-7,operations_manager,Operations,PUNE,ITES BPO KPO LPO Customer_Service Operations,Banking Financial_Services Broking,Operations Manager
Senior Executive,Not Disclosed by Recruiter,3-6,housekeeping procurement administration executive pharma strategic_sourcing sez food_processing operations,Administration Facility_Management,MUMBAI,HR Recruitment Administration IR,IT-Software Software_Services,Executive/ Sr Executive - Administration
Online Promotion home Based work Part full Time only for Gurugram,"2,00,000-4,25,000",0-4,recruitment hiring part_time freelancer advertising promotions sales recruitment_executive hr_recruiter internet_marketing online_marketing digital_marketing mba_fresher mba_marketing bba ma,Marketing,GURGAON NOIDA NCR DELHI,Marketing Advertising MR PR Media_Planning,Advertising PR MR Event_Management,Direct Marketing Executive
Equity Advisor,Not Disclosed by Recruiter,2-5,equity_derivatives mutual_funds finance advisory equity_advisor,N.A.,MUMBAI,Financial_Services Banking Investments Insurance,Strategy Management_Consulting_Firms,Broker/Trader
Urgent opening for full time US Shift in International BPO,Not Disclosed by Recruiter,1-6,technical_support night_shift cv international_bpo us_shift technical_sales_executive technical_support_executive time group process,Voice,KOLKATA,ITES BPO KPO LPO Customer_Service Operations,IT-Software Software_Services,Associate/Senior Associate -(NonTechnical)
Java Jee Developer,Not Disclosed by Recruiter,3-6,project_coordination core_java mysql server development c technical j2ee management ios business_executive client_handling application design database developer,Programming_&_Design,DELHI,IT_Software,IT-Software Software_Services,Software Developer
Sr Java Application Engineer Cpi nr,Not Disclosed by Recruiter,5-9,open_source product_development application_engineering core_java multithreading framework cassandra hadoop solr json struts jquery ajax node.js,Programming_&_Design,PUNE,IT_Software,IT-Software Software_Services,Software Developer
Receptionist,Not Disclosed by Recruiter,1-3,front_office ms_office,N.A.,AHMEDABAD SURAT ANAND,Executive_Assistant Front_Office Data_Entry,Education Teaching Training,Receptionist
Premier Acquisition Manager,Not Disclosed by Recruiter,7-10,customer_acquisition compliance banking consulting relationship business_strategy management banking_products monitoring,Retail Personal_Banking,MUMBAI,Financial_Services Banking Investments Insurance,Banking Financial_Services Broking,Sales Officer
Senior Lead Graphic Designer,Not Disclosed by Recruiter,8-13,software_design publishing lead conceptualization ups web_designing business_executive,Creative,MUMBAI,Design Creative User_Experience,Advertising PR MR Event_Management,Graphic Designer
Presales Consultant,Not Disclosed by Recruiter,2-4,sales rfis rfps presales solution_consulting trade_finance business_analyst rfq rfqs product_demonstrator consultative_sales,N.A.,MUMBAI,Other_Employment_Type:_Permanent_Job Full_Time,IT-Software Software_Services,Other
Walk in for Software Engineers on th th June,"3,00,000-6,50,000",1-6,css ajax spring javascript java tomcat html web_services jboss hibernate software_implementation support,Programming_&_Design,BENGALURU,IT_Software,IT-Software Software_Services,Software Developer
Devops Engineer,Not Disclosed by Recruiter,8-13,puppet salt postgresql linux_administration open_source_technologies jenkins chef aws web_server ansible nosql,Programming_&_Design,BENGALURU,IT_Software,IT-Software Software_Services,Software Developer
